,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
298,male,group C,associate's degree,standard,incomplete,single,sometimes,no,1,school_bus,5 - 10,83,72,78
299,male,group B,bachelor's degree,standard,incomplete,married,sometimes,yes,2,private,< 5,61,69,67
300,female,group D,associate's degree,free/reduced,incomplete,single,regularly,no,1,school_bus,< 5,55,64,63
301,female,group C,high school,free/reduced,incomplete,divorced,sometimes,yes,2,school_bus,< 5,64,77,82
302,female,group E,high school,standard,incomplete,married,never,no,3,private,> 10,74,85,78
303,female,group C,some college,standard,incomplete,married,regularly,yes,2,private,< 5,70,80,80
304,female,group C,some high school,free/reduced,incomplete,married,sometimes,yes,5,private,5 - 10,40,52,51
305,female,group C,high school,free/reduced,incomplete,divorced,sometimes,no,1,school_bus,< 5,39,45,42
306,female,group C,some college,standard,incomplete,single,sometimes,yes,3,school_bus,5 - 10,82,90,94
307,male,group C,some college,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,61,61,62
308,male,group A,some college,free/reduced,incomplete,married,regularly,yes,2,school_bus,> 10,29,23,19
309,male,group C,associate's degree,standard,completed,married,sometimes,yes,5,school_bus,5 - 10,82,75,77
310,female,group B,some high school,standard,incomplete,married,sometimes,yes,2,school_bus,< 5,39,54,49
311,male,group C,high school,standard,incomplete,single,regularly,yes,2,school_bus,< 5,70,59,61
312,male,group C,associate's degree,standard,incomplete,married,sometimes,no,3,private,< 5,45,36,34
313,male,group E,associate's degree,standard,completed,married,never,no,3,school_bus,> 10,61,55,52
314,male,group B,associate's degree,standard,incomplete,single,sometimes,yes,1,school_bus,5 - 10,90,78,81
315,female,group C,bachelor's degree,standard,incomplete,married,sometimes,yes,1,school_bus,5 - 10,83,93,95
316,female,group B,some college,free/reduced,incomplete,married,regularly,yes,2,school_bus,5 - 10,62,69,67
317,male,group D,some high school,standard,completed,married,regularly,no,2,private,5 - 10,78,71,70
318,male,group C,associate's degree,standard,incomplete,single,regularly,yes,2,school_bus,5 - 10,50,51,44
319,female,group B,some high school,free/reduced,incomplete,single,sometimes,no,3,school_bus,< 5,23,37,26
320,female,group D,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,5 - 10,35,55,60
321,male,group C,high school,free/reduced,incomplete,married,regularly,yes,1,school_bus,> 10,61,62,54
322,female,group C,some college,standard,incomplete,married,regularly,yes,0,school_bus,5 - 10,62,74,64
323,female,group B,some college,standard,completed,single,sometimes,yes,1,school_bus,< 5,66,74,72
324,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,< 5,64,70,65
325,male,group D,some college,standard,incomplete,married,regularly,yes,2,school_bus,< 5,78,72,67
326,female,group C,high school,standard,incomplete,married,sometimes,yes,4,private,5 - 10,72,80,75
327,male,group B,some college,standard,incomplete,married,sometimes,no,2,school_bus,5 - 10,62,61,57
328,female,group C,bachelor's degree,standard,completed,married,regularly,yes,0,school_bus,< 5,76,93,95
329,male,group E,associate's degree,standard,incomplete,divorced,regularly,yes,2,private,> 10,92,76,79
330,female,group B,bachelor's degree,standard,incomplete,married,sometimes,yes,0,private,5 - 10,52,65,69
331,male,group E,some college,standard,incomplete,married,sometimes,no,4,school_bus,> 10,67,57,53
332,female,group C,some college,standard,completed,married,sometimes,no,1,school_bus,< 5,61,76,78
333,female,group C,associate's degree,standard,incomplete,married,regularly,no,1,private,< 5,45,57,57
334,female,group C,some college,standard,incomplete,married,never,yes,2,school_bus,< 5,55,68,66
335,female,group B,bachelor's degree,standard,incomplete,single,regularly,no,3,school_bus,> 10,64,74,73
336,male,group A,some college,standard,incomplete,married,sometimes,no,2,private,5 - 10,63,61,61
337,female,group C,some college,free/reduced,completed,married,sometimes,yes,1,private,< 5,40,65,67
338,female,group D,some college,standard,incomplete,divorced,sometimes,no,1,private,< 5,77,88,87
339,female,group B,high school,standard,incomplete,married,never,yes,1,school_bus,5 - 10,56,61,57
340,male,group B,some high school,standard,completed,single,regularly,yes,3,private,5 - 10,87,85,79
341,female,group C,some college,standard,incomplete,single,regularly,no,2,private,5 - 10,53,58,59
342,female,group D,some high school,free/reduced,incomplete,single,sometimes,no,3,school_bus,< 5,26,33,31
343,male,group C,some college,standard,incomplete,divorced,regularly,yes,1,school_bus,5 - 10,60,60,59
344,male,group A,bachelor's degree,free/reduced,completed,married,regularly,no,2,private,> 10,51,59,62
345,male,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,69,58,53
346,male,group C,bachelor's degree,free/reduced,incomplete,married,regularly,yes,3,private,> 10,64,67,63
347,female,group A,some high school,free/reduced,incomplete,single,sometimes,yes,2,private,5 - 10,44,64,58
348,female,group D,some high school,standard,incomplete,single,regularly,yes,5,school_bus,5 - 10,71,83,84
349,male,group E,some college,standard,incomplete,married,regularly,yes,3,private,5 - 10,86,78,72
350,female,group C,some college,free/reduced,completed,single,sometimes,no,4,school_bus,5 - 10,45,73,70
351,male,group D,some high school,standard,incomplete,single,sometimes,yes,0,private,> 10,76,75,73
352,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,84,98,97
353,female,group D,bachelor's degree,standard,incomplete,married,sometimes,yes,0,school_bus,> 10,60,71,74
354,female,group D,some high school,standard,incomplete,single,sometimes,no,2,school_bus,> 10,82,91,83
355,female,group D,master's degree,free/reduced,completed,single,sometimes,yes,2,private,5 - 10,85,95,100
356,female,group A,some high school,standard,incomplete,single,sometimes,no,1,private,> 10,73,84,78
357,male,group A,bachelor's degree,standard,incomplete,married,regularly,yes,1,private,5 - 10,67,64,63
358,female,group B,associate's degree,standard,incomplete,single,sometimes,yes,1,school_bus,5 - 10,80,86,83
359,male,group C,associate's degree,standard,completed,divorced,sometimes,yes,0,private,< 5,84,98,93
360,male,group C,master's degree,free/reduced,incomplete,married,sometimes,no,2,school_bus,5 - 10,79,82,73
361,female,group E,some high school,free/reduced,incomplete,divorced,regularly,yes,3,private,> 10,40,50,47
362,female,group A,some high school,free/reduced,incomplete,divorced,never,no,5,private,5 - 10,35,41,40
363,female,group E,some college,standard,incomplete,divorced,regularly,yes,2,private,5 - 10,69,77,76
364,female,group E,bachelor's degree,standard,incomplete,single,sometimes,yes,0,school_bus,< 5,62,71,68
365,female,group C,some college,free/reduced,incomplete,widowed,regularly,yes,4,school_bus,5 - 10,58,79,68
366,female,group D,high school,standard,incomplete,single,sometimes,yes,3,private,5 - 10,62,64,64
367,male,group D,master's degree,standard,incomplete,married,sometimes,no,1,school_bus,< 5,71,70,75
368,male,group E,some high school,free/reduced,completed,single,regularly,yes,0,private,5 - 10,75,68,60
369,female,group D,some college,standard,incomplete,single,sometimes,no,3,private,< 5,74,66,75
370,male,group E,some college,standard,incomplete,married,sometimes,yes,3,school_bus,> 10,78,68,68
371,male,group C,associate's degree,standard,completed,divorced,regularly,yes,4,private,> 10,60,55,58
372,female,group C,some high school,standard,completed,single,sometimes,no,2,school_bus,5 - 10,65,74,77
373,female,group B,high school,free/reduced,incomplete,married,never,no,5,school_bus,5 - 10,48,65,61
374,male,group B,some high school,standard,incomplete,single,regularly,yes,0,school_bus,< 5,73,62,57
375,male,group D,some high school,standard,incomplete,single,never,no,4,private,< 5,56,57,51
376,female,group C,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,60,54,68
377,male,group A,some college,standard,incomplete,married,sometimes,no,1,school_bus,5 - 10,53,43,43
378,female,group A,some college,free/reduced,incomplete,married,regularly,no,2,school_bus,> 10,51,66,57
379,female,group D,high school,standard,completed,single,sometimes,yes,4,private,5 - 10,88,99,100
380,female,group C,high school,standard,incomplete,single,regularly,yes,0,school_bus,5 - 10,55,59,63
381,female,group C,some high school,standard,incomplete,married,regularly,yes,2,school_bus,< 5,62,72,68
382,male,group B,associate's degree,standard,completed,married,regularly,no,3,school_bus,> 10,68,66,65
383,female,group B,associate's degree,standard,incomplete,married,regularly,yes,3,school_bus,5 - 10,84,81,78
384,female,group D,high school,free/reduced,completed,divorced,sometimes,no,2,school_bus,5 - 10,52,57,56
385,male,group D,associate's degree,standard,completed,widowed,never,no,5,school_bus,> 10,86,83,84
386,female,group D,master's degree,standard,completed,married,regularly,yes,2,private,5 - 10,72,73,78
387,male,group C,some college,standard,completed,widowed,regularly,yes,4,school_bus,5 - 10,86,84,79
388,male,group D,associate's degree,standard,incomplete,married,sometimes,yes,3,private,5 - 10,71,66,60
389,female,group C,some college,free/reduced,incomplete,married,regularly,yes,3,school_bus,5 - 10,52,73,80
390,male,group E,high school,standard,incomplete,single,regularly,no,3,private,5 - 10,86,74,70
391,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,< 5,68,72,66
392,male,group C,associate's degree,standard,incomplete,married,sometimes,yes,3,school_bus,< 5,71,71,65
393,male,group D,some college,standard,incomplete,married,regularly,no,4,private,5 - 10,70,59,63
394,male,group E,high school,free/reduced,completed,married,sometimes,no,3,private,5 - 10,57,56,54
395,female,group D,high school,standard,completed,married,regularly,no,2,school_bus,< 5,56,57,64
396,female,group D,master's degree,free/reduced,completed,divorced,never,yes,0,private,> 10,47,59,68
397,female,group A,some high school,standard,completed,married,sometimes,yes,0,school_bus,< 5,57,83,78
398,male,group C,some college,free/reduced,incomplete,married,sometimes,no,2,private,5 - 10,41,39,34
399,female,group C,some college,free/reduced,incomplete,single,sometimes,yes,3,school_bus,< 5,60,65,60
400,male,group C,bachelor's degree,standard,incomplete,married,regularly,yes,2,school_bus,5 - 10,88,84,88
401,male,group C,some high school,free/reduced,incomplete,single,regularly,yes,0,private,5 - 10,71,72,66
402,male,group A,some high school,free/reduced,incomplete,single,sometimes,yes,1,private,5 - 10,65,59,53
403,male,group C,some high school,free/reduced,incomplete,married,sometimes,no,3,school_bus,> 10,70,63,55
404,male,group C,associate's degree,free/reduced,incomplete,married,sometimes,yes,1,private,< 5,62,65,57
405,female,group C,high school,standard,incomplete,single,sometimes,yes,3,school_bus,5 - 10,61,72,70
406,male,group C,high school,standard,incomplete,single,never,yes,4,school_bus,< 5,57,54,52
407,female,group A,some high school,free/reduced,incomplete,divorced,sometimes,no,2,school_bus,< 5,45,58,49
408,male,group C,some college,standard,incomplete,married,sometimes,no,1,school_bus,> 10,75,66,67
409,male,group C,some college,free/reduced,completed,married,sometimes,no,7,private,5 - 10,50,48,53
410,male,group D,associate's degree,standard,incomplete,married,regularly,yes,3,school_bus,5 - 10,77,69,65
411,male,group D,some college,free/reduced,incomplete,divorced,sometimes,yes,1,private,5 - 10,75,66,73
412,male,group C,high school,standard,incomplete,single,regularly,yes,0,school_bus,< 5,69,55,51
413,male,group D,some high school,standard,completed,married,sometimes,yes,0,school_bus,5 - 10,89,88,82
414,female,group C,some college,standard,completed,single,regularly,no,1,school_bus,5 - 10,69,82,80
415,female,group D,high school,standard,incomplete,married,sometimes,yes,2,school_bus,5 - 10,78,81,80
416,female,group A,some high school,free/reduced,incomplete,married,sometimes,yes,2,school_bus,5 - 10,59,73,69
417,female,group C,associate's degree,standard,incomplete,married,sometimes,no,1,school_bus,< 5,70,81,74
418,male,group A,some high school,free/reduced,incomplete,married,sometimes,yes,0,school_bus,5 - 10,79,82,73
419,female,group C,some high school,standard,completed,divorced,regularly,yes,3,school_bus,5 - 10,69,75,78
420,male,group D,some college,free/reduced,incomplete,married,regularly,yes,1,school_bus,> 10,73,67,62
421,male,group C,high school,standard,completed,single,regularly,yes,2,school_bus,> 10,91,83,83
422,male,group B,high school,standard,incomplete,widowed,regularly,yes,4,school_bus,5 - 10,48,46,43
423,male,group B,associate's degree,standard,incomplete,single,regularly,yes,2,school_bus,5 - 10,83,74,73
424,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,private,5 - 10,64,85,85
425,female,group E,some college,standard,incomplete,married,sometimes,yes,5,school_bus,5 - 10,100,92,97
426,female,group C,associate's degree,free/reduced,incomplete,married,regularly,no,1,school_bus,> 10,68,79,77
427,male,group C,some college,free/reduced,incomplete,married,never,yes,3,private,> 10,64,57,48
428,female,group C,associate's degree,free/reduced,incomplete,married,regularly,yes,3,private,5 - 10,54,61,63
429,male,group C,bachelor's degree,free/reduced,incomplete,married,sometimes,yes,0,school_bus,5 - 10,37,56,47
430,female,group D,bachelor's degree,standard,incomplete,divorced,sometimes,no,3,school_bus,5 - 10,79,89,89
431,male,group D,associate's degree,free/reduced,incomplete,single,regularly,yes,1,school_bus,5 - 10,54,54,49
432,female,group E,bachelor's degree,standard,incomplete,married,regularly,yes,2,school_bus,5 - 10,100,100,100
433,male,group B,high school,standard,incomplete,married,sometimes,no,4,school_bus,5 - 10,72,65,68
434,male,group C,bachelor's degree,free/reduced,incomplete,married,regularly,no,1,private,< 5,52,57,55
